Departamento,Municipio,Programa,Año de Asignación,Estado de Postulación,Hogares,Valor Asignado
META,PUERTO LOPEZ,Bolsa Desplazados,2009,Asignados,3,44721000.00
META,PUERTO LOPEZ,Bolsa Desplazados,2010,Asignados,1,15450000.00
META,PUERTO LOPEZ,Bolsa Desplazados,2011,Asignados,2,32136000.00
META,PUERTO LOPEZ,Bolsa Esfuerzo Territorial,2004,Apto con subsidio vencido,1,7518000.00
META,PUERTO LOPEZ,Bolsa Esfuerzo Territorial,2004,Asignados,92,691656000.00
META,PUERTO LOPEZ,Bolsa Esfuerzo Territorial,2004,Restitucion de subsidios no aplicados,3,22554000.00
META,PUERTO LOPEZ,Bolsa Esfuerzo Territorial,2004,Restitución SFV por Indemnización,2,15036000.00
META,PUERTO LOPEZ,MI CASA YA,2018,Asignados,4,62499360.00
META,PUERTO LOPEZ,MI CASA YA,2019,Asignados,2,33124640.00
META,PUERTO LOPEZ,MI CASA YA,2020,Asignados,7,122892420.00
META,PUERTO LOPEZ,MI CASA YA,2021,Asignados,3,62367900.00
META,PUERTO RICO,Bolsa Desplazados,2007,Asignados,46,525849750.00
META,PUERTO RICO,Bolsa Desplazados,2008,Asignados,37,462080500.00
META,PUERTO RICO,Bolsa Desplazados,2009,Asignados,6,89442000.00
META,PUERTO RICO,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,1,15450000.00
META,PUERTO RICO,Bolsa Desplazados,2010,Asignados,4,61800000.00
META,PUERTO RICO,Bolsa Desplazados,2011,Asignados,2,32136000.00
META,PUERTO RICO,Bolsa Saludable,2009,Apto con subsidio vencido,2,7950400.00
META,PUERTO RICO,Bolsa Saludable,2009,Asignados,31,123231200.00
META,RESTREPO,Ahorro Programado Contractual,2010,Asignados,1,11330000.00
META,RESTREPO,Ahorro Programado Contractual,2011,Apto con subsidio vencido,1,7659080.00
META,RESTREPO,Bolsa Concejales,2011,Asignados,1,9105200.00
META,RESTREPO,Bolsa Desplazados,2005,Asignados,1,8950000.00
META,RESTREPO,Bolsa Desplazados,2007,Asignados,1,14907000.00
META,RESTREPO,Bolsa Desplazados,2008,Asignados,4,59628000.00
META,RESTREPO,Bolsa Desplazados,2010,Asignados,1,15450000.00
META,RESTREPO,Bolsa Desplazados,2011,Asignados,1,16068000.00
META,RESTREPO,Bolsa Esfuerzo Territorial,2003,Apto con subsidio vencido,1,7107000.00
META,RESTREPO,Bolsa Esfuerzo Territorial,2003,Asignados,69,490383000.00
META,RESTREPO,Bolsa Esfuerzo Territorial,2003,Renuncia a la postulación,1,7107000.00
META,RESTREPO,Bolsa Esfuerzo Territorial,2003,Restitución SFV por Indemnización,5,35535000.00
META,RESTREPO,Bolsa Esfuerzo Territorial,2005,Asignados,9,72103500.00
META,RESTREPO,Bolsa Esfuerzo Territorial,2005,Subsidio Revocado,1,8011500.00
META,RESTREPO,Bolsa Esfuerzo Territorial,2006,Apto con subsidio vencido,1,8011500.00
META,RESTREPO,Bolsa Esfuerzo Territorial,2010,Asignados,1,8011500.00
META,RESTREPO,Bolsa Ordinaria,2005,Asignados,36,288414000.00
META,RESTREPO,Bolsa Ordinaria,2005,Subsidio Revocado,1,8011500.00
META,RESTREPO,Bolsa Ordinaria,2008,Apto con subsidio vencido,1,8011500.00
META,RESTREPO,MI CASA YA,2015,Asignados,4,41238400.00
META,RESTREPO,MI CASA YA,2016,Asignados,14,165469200.00
META,RESTREPO,MI CASA YA,2017,Apto con subsidio vencido,1,8852604.00
META,RESTREPO,MI CASA YA,2017,Asignados,33,513451032.00
META,RESTREPO,MI CASA YA,2018,Asignados,67,1164050580.00
META,RESTREPO,MI CASA YA,2018,Renuncias al subsidio,1,15624840.00
META,RESTREPO,MI CASA YA,2019,Asignados,36,670773960.00
META,RESTREPO,MI CASA YA,2020,Asignados,59,1053363600.00
META,RESTREPO,MI CASA YA,2020,Renuncias al subsidio,1,17556060.00
META,RESTREPO,MI CASA YA,2021,Asignados,2,35726580.00
META,SAN CARLOS DE GUAROA,Bolsa Desplazados,2008,Asignados,3,37982000.00
META,SAN CARLOS DE GUAROA,Bolsa Desplazados,2009,Asignados,2,29814000.00
META,SAN CARLOS DE GUAROA,Bolsa Desplazados,2010,Asignados,4,61800000.00
META,SAN CARLOS DE GUAROA,Bolsa Desplazados,2011,Asignados,1,16068000.00
META,SAN CARLOS DE GUAROA,Bolsa Esfuerzo Territorial,2004,Asignados,24,180432000.00
META,SAN CARLOS DE GUAROA,Bolsa Esfuerzo Territorial,2005,Asignados,18,135324000.00
META,SAN CARLOS DE GUAROA,Bolsa Ordinaria,2005,Apto con subsidio vencido,2,16023000.00
META,SAN CARLOS DE GUAROA,Bolsa Saludable,2009,Asignados,44,174908800.00
META,SAN CARLOS DE GUAROA,MI CASA YA,2017,Asignados,6,110657550.00
META,SAN CARLOS DE GUAROA,MI CASA YA,2018,Asignados,11,226560180.00
META,SAN CARLOS DE GUAROA,MI CASA YA,2018,Renuncias al subsidio,1,15624840.00
META,SAN CARLOS DE GUAROA,MI CASA YA,2019,Asignados,13,314684080.00
META,SAN CARLOS DE GUAROA,MI CASA YA,2019,Renuncia con restitucion de subsidio,2,41405800.00
META,SAN CARLOS DE GUAROA,MI CASA YA,2020,Asignados,11,272118930.00
META,SAN CARLOS DE GUAROA,MI CASA YA,2021,Asignados,1,26334090.00
META,SAN JUAN DE ARAMA,Ahorro Programado Contractual,2011,Asignados,1,8824598.00
META,SAN JUAN DE ARAMA,Ahorro Programado Contractual,2012,Asignados,1,12467400.00
META,SAN JUAN DE ARAMA,Bolsa Atentados terroristas,2003,Apto con subsidio vencido,2,15272000.00
META,SAN JUAN DE ARAMA,Bolsa Atentados terroristas,2003,Asignados,3,22908000.00
META,SAN JUAN DE ARAMA,Bolsa Concejales,2009,Asignados,1,10931800.00
META,SAN JUAN DE ARAMA,Bolsa Concejales,2011,Apto con subsidio vencido,1,11515400.00
META,SAN JUAN DE ARAMA,Bolsa Desplazados,2004,Asignados,4,35800000.00
META,SAN JUAN DE ARAMA,Bolsa Desplazados,2005,Asignados,11,98450000.00
META,SAN JUAN DE ARAMA,Bolsa Desplazados,2006,Asignados,8,81600000.00
META,SAN JUAN DE ARAMA,Bolsa Desplazados,2006,Restitución SFV por Indemnización,1,10200000.00
META,SAN JUAN DE ARAMA,Bolsa Desplazados,2007,Asignados,18,203294000.00
META,SAN JUAN DE ARAMA,Bolsa Desplazados,2008,Asignados,15,186540500.00
META,SAN JUAN DE ARAMA,Bolsa Desplazados,2009,Asignados,1,14907000.00
META,SAN JUAN DE ARAMA,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,1,15450000.00
META,SAN JUAN DE ARAMA,Bolsa Desplazados,2010,Asignados,4,61800000.00
META,SAN JUAN DE ARAMA,Bolsa Desplazados,2011,Asignado con aplicación en Vivienda Gratuita,1,16068000.00
META,SAN JUAN DE ARAMA,Bolsa Desplazados,2011,Asignados,1,16068000.00
META,SAN JUAN DE ARAMA,Programa de Vivienda Gratuita Fase I,2017,Asignados,150,7082083200.00
META,SAN JUAN DE ARAMA,Programa de Vivienda Gratuita Fase I,2017,Perdida de ejecutoriedad de asignación de SFV,1,47213888.00
META,SAN JUAN DE ARAMA,Programa de Vivienda Gratuita Fase I,2017,Renuncias al subsidio,1,47213888.00
META,SAN JUANITO,Bolsa Concejales,2010,Apto con subsidio vencido,1,11330000.00
META,SAN JUANITO,Bolsa Concejales,2010,Asignados,1,11330000.00
META,SAN JUANITO,Bolsa Concejales,2011,Asignados,1,11783200.00
META,SAN MARTIN,Bolsa Atentados terroristas,2003,Apto con subsidio vencido,10,41781000.00
META,SAN MARTIN,Bolsa Atentados terroristas,2003,Asignados,28,161913300.00
META,SAN MARTIN,Bolsa Atentados terroristas,2004,Apto con subsidio vencido,8,28619845.00
META,SAN MARTIN,Bolsa Atentados terroristas,2004,Asignados,45,216695632.00
META,SAN MARTIN,Bolsa Atentados terroristas,2005,Apto con subsidio vencido,1,2891549.00
META,SAN MARTIN,Bolsa Atentados terroristas,2005,Asignados,4,20251479.00
META,SAN MARTIN,Bolsa Atentados terroristas,2006,Asignados,1,8568000.00
META,SAN MARTIN,Bolsa Atentados terroristas,2007,Asignados,2,11838858.00
META,SAN MARTIN,Bolsa Concejales,2009,Asignados,1,10931800.00
META,SAN MARTIN,Bolsa Desplazados,2004,Asignados,18,161100000.00
META,SAN MARTIN,Bolsa Desplazados,2005,Asignados,3,32807000.00
META,SAN MARTIN,Bolsa Desplazados,2006,Asignados,12,136521000.00
META,SAN MARTIN,Bolsa Desplazados,2007,Asignados,19,230394500.00
META,SAN MARTIN,Bolsa Desplazados,2008,Asignado con aplicación en Vivienda Gratuita,1,8695750.00
META,SAN MARTIN,Bolsa Desplazados,2008,Asignados,26,343778500.00
META,SAN MARTIN,Bolsa Desplazados,2008,Renuncia con restitucion de subsidio,1,14907000.00
META,SAN MARTIN,Bolsa Desplazados,2009,Asignado con aplicación en Vivienda Gratuita,1,14907000.00
META,SAN MARTIN,Bolsa Desplazados,2009,Asignados,20,298140000.00
META,SAN MARTIN,Bolsa Desplazados,2010,Apto con subsidio vencido,1,15450000.00
META,SAN MARTIN,Bolsa Desplazados,2010,Asignados,27,417150000.00
META,SAN MARTIN,Bolsa Desplazados,2011,Asignados,22,353496000.00
META,SAN MARTIN,Bolsa Desplazados,2011,Perdida de ejecutoriedad de asignación de SFV,1,16068000.00
META,SAN MARTIN,Bolsa Desplazados,2015,Asignados,1,19330500.00
META,SAN MARTIN,Bolsa Desplazados,2016,Asignados,1,20683620.00
META,SAN MARTIN,Bolsa Esfuerzo Territorial,2011,Asignados,100,1084857800.00
META,SAN MARTIN,Bolsa Esfuerzo Territorial,2011,Renuncia con restitucion de subsidio,3,25441000.00
META,SAN MARTIN,MI CASA YA,2015,Asignados,2,20619200.00
META,SAN MARTIN,MI CASA YA,2016,Asignados,1,8273460.00
META,SAN MARTIN,MI CASA YA,2017,Asignados,4,53115624.00
META,SAN MARTIN,MI CASA YA,2018,Asignados,8,171873240.00
META,SAN MARTIN,MI CASA YA,2019,Asignados,7,165623200.00
META,SAN MARTIN,MI CASA YA,2020,Asignados,30,746132550.00
META,SAN MARTIN,MI CASA YA,2021,Asignados,8,178632900.00
META,VILLAVICENCIO,Ahorro Programado Contractual,2009,Apto con subsidio vencido,15,106585050.00
META,VILLAVICENCIO,Ahorro Programado Contractual,2009,Asignados,5,32894780.00
META,VILLAVICENCIO,Ahorro Programado Contractual,2010,Apto con subsidio vencido,19,179988418.00
META,VILLAVICENCIO,Ahorro Programado Contractual,2010,Asignados,2,16610216.00
META,VILLAVICENCIO,Ahorro Programado Contractual,2010,Renuncia al Subsidio - Pendiente de Restitución,2,15958936.00
META,VILLAVICENCIO,Ahorro Programado Contractual,2011,Apto con subsidio vencido,18,174235134.00
META,VILLAVICENCIO,Ahorro Programado Contractual,2011,Asignados,21,204522700.00
META,VILLAVICENCIO,Ahorro Programado Contractual,2011,Renuncia al Subsidio - Pendiente de Restitución,2,15318160.00
META,VILLAVICENCIO,Ahorro Programado Contractual,2011,Renuncia con restitucion de subsidio,2,23566400.00
META,VILLAVICENCIO,Ahorro Programado Contractual,2012,Apto con subsidio vencido,18,175849511.00
META,VILLAVICENCIO,Ahorro Programado Contractual,2012,Asignados,22,239192679.00
META,VILLAVICENCIO,Bolsa Atentados terroristas,2003,Apto con subsidio vencido,1,7636000.00
META,VILLAVICENCIO,Bolsa Atentados terroristas,2003,Asignados,13,75245500.00
META,VILLAVICENCIO,Bolsa Atentados terroristas,2004,Asignados,3,12251253.00
META,VILLAVICENCIO,Bolsa Atentados terroristas,2006,Asignados,2,17136000.00
META,VILLAVICENCIO,Bolsa Concejales,2009,Apto con subsidio vencido,1,10931800.00
META,VILLAVICENCIO,Bolsa Concejales,2010,Apto con subsidio vencido,1,11330000.00
META,VILLAVICENCIO,Bolsa Concejales,2010,Asignados,3,33990000.00
META,VILLAVICENCIO,Bolsa Concejales,2011,Asignados,2,23298600.00
META,VILLAVICENCIO,Bolsa Desplazados,2004,Asignado con aplicación en Vivienda Gratuita,1,8950000.00
META,VILLAVICENCIO,Bolsa Desplazados,2004,Asignados,357,3220460000.00
META,VILLAVICENCIO,Bolsa Desplazados,2004,Restitución SFV Cobro Directo Fiduciaria,8,71600000.00
META,VILLAVICENCIO,Bolsa Desplazados,2004,Restitución SFV por Indemnización,24,214800000.00
META,VILLAVICENCIO,Bolsa Desplazados,2005,Asignado con aplicación en Vivienda Gratuita,1,14907000.00
META,VILLAVICENCIO,Bolsa Desplazados,2005,Asignados,56,709695000.00
META,VILLAVICENCIO,Bolsa Desplazados,2005,Renuncia con restitucion de subsidio,2,23857000.00
META,VILLAVICENCIO,Bolsa Desplazados,2005,Restitución SFV por Indemnización,53,474350000.00
META,VILLAVICENCIO,Bolsa Desplazados,2006,Apto con subsidio vencido,2,20400000.00
META,VILLAVICENCIO,Bolsa Desplazados,2006,Asignado con aplicación en Vivienda Gratuita,8,105135000.00
META,VILLAVICENCIO,Bolsa Desplazados,2006,Asignados,346,4149406500.00
META,VILLAVICENCIO,Bolsa Desplazados,2006,Renuncia con restitucion de subsidio,9,91800000.00
META,VILLAVICENCIO,Bolsa Desplazados,2006,Renuncias al subsidio,1,10200000.00
META,VILLAVICENCIO,Bolsa Desplazados,2006,Restitución SFV por Indemnización,84,856800000.00
META,VILLAVICENCIO,Bolsa Desplazados,2006,Subsidio Revocado,1,10200000.00
META,VILLAVICENCIO,Bolsa Desplazados,2007,Apto con subsidio vencido,1,10842500.00
META,VILLAVICENCIO,Bolsa Desplazados,2007,Asignado con aplicación en Vivienda Gratuita,34,490580000.00
META,VILLAVICENCIO,Bolsa Desplazados,2007,Asignados,322,3938732350.00
META,VILLAVICENCIO,Bolsa Desplazados,2007,Perdida de ejecutoriedad de asignación de SFV,4,47434500.00
META,VILLAVICENCIO,Bolsa Desplazados,2007,Renuncia al Subsidio - Pendiente de Restitución,1,10842500.00
META,VILLAVICENCIO,Bolsa Desplazados,2007,Renuncia con restitucion de subsidio,4,42013250.00
META,VILLAVICENCIO,Bolsa Desplazados,2007,Restitución SFV Cobro Directo Fiduciaria,1,10842500.00
META,VILLAVICENCIO,Bolsa Desplazados,2008,Asignado con aplicación en Vivienda Gratuita,87,1269953000.00
META,VILLAVICENCIO,Bolsa Desplazados,2008,Asignados,476,6284279250.00
META,VILLAVICENCIO,Bolsa Desplazados,2008,Renuncia al Subsidio - Pendiente de Restitución,1,14907000.00
META,VILLAVICENCIO,Bolsa Desplazados,2008,Renuncia con restitucion de subsidio,7,97610000.00
META,VILLAVICENCIO,Bolsa Desplazados,2009,Asignado con aplicación en Vivienda Gratuita,75,1118025000.00
META,VILLAVICENCIO,Bolsa Desplazados,2009,Asignados,201,2968977500.00
META,VILLAVICENCIO,Bolsa Desplazados,2009,Renuncia con restitucion de subsidio,5,74535000.00
META,VILLAVICENCIO,Bolsa Desplazados,2010,Apto con subsidio vencido,1,15450000.00
META,VILLAVICENCIO,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,137,2116650000.00
META,VILLAVICENCIO,Bolsa Desplazados,2010,Asignados,205,3167250000.00
META,VILLAVICENCIO,Bolsa Desplazados,2010,Renuncia con restitucion de subsidio,5,77250000.00
META,VILLAVICENCIO,Bolsa Desplazados,2010,Renuncias al subsidio,1,15450000.00
META,VILLAVICENCIO,Bolsa Desplazados,2011,Asignado con aplicación en Vivienda Gratuita,32,514176000.00
META,VILLAVICENCIO,Bolsa Desplazados,2011,Asignados,56,917358960.00
META,VILLAVICENCIO,Bolsa Desplazados,2012,Asignado con aplicación en Vivienda Gratuita,1,17001000.00
META,VILLAVICENCIO,Bolsa Desplazados,2012,Asignados,1,15450000.00
META,VILLAVICENCIO,Bolsa Desplazados,2013,Asignado con aplicación en Vivienda Gratuita,1,17685000.00
META,VILLAVICENCIO,Bolsa Desplazados,2014,Asignados,29,347497842.00
META,VILLAVICENCIO,Bolsa Desplazados,2015,Asignados,15,184702500.00
META,VILLAVICENCIO,Bolsa Desplazados,2016,Asignados,17,227049145.00
META,VILLAVICENCIO,Bolsa Desplazados,2018,Asignados,2,109373880.00
META,VILLAVICENCIO,Bolsa Desplazados,2020,Asignados,4,105336360.00
META,VILLAVICENCIO,Bolsa Ordinaria,2003,Apto con subsidio vencido,8,57385000.00
META,VILLAVICENCIO,Bolsa Ordinaria,2003,Asignados,12,83650000.00
META,VILLAVICENCIO,Bolsa Ordinaria,2003,Renuncias al subsidio,1,7107000.00
META,VILLAVICENCIO,Bolsa Ordinaria,2004,Apto con subsidio vencido,2,15036000.00
META,VILLAVICENCIO,Bolsa Ordinaria,2004,Asignados,29,218022000.00
META,VILLAVICENCIO,Bolsa Ordinaria,2004,Restitución SFV por Indemnización,71,533778000.00
META,VILLAVICENCIO,Bolsa Ordinaria,2008,Asignados,2,18215400.00
META,VILLAVICENCIO,Bolsa Ordinaria,2014,Asignados,1,7518000.00
META,VILLAVICENCIO,Bolsa Ordinaria,2015,Asignados,1,7518000.00
META,VILLAVICENCIO,Bolsa Ordinaria,2016,Asignados,3,29514555.00
META,VILLAVICENCIO,Bolsa Ordinaria,2018,Asignados,1,11718630.00
META,VILLAVICENCIO,Bolsa unica Nacional,2004,Asignados,29,218022000.00
META,VILLAVICENCIO,Bolsa unica Nacional,2004,Restitución SFV por Indemnización,20,150360000.00
META,VILLAVICENCIO,Bolsa unica Nacional,2006,Apto con subsidio vencido,3,24034500.00
META,VILLAVICENCIO,Bolsa unica Nacional,2006,Asignados,407,3260680500.00
META,VILLAVICENCIO,Bolsa unica Nacional,2006,Renuncia con restitucion de subsidio,8,64092000.00
META,VILLAVICENCIO,Bolsa unica Nacional,2006,Renuncias al subsidio,4,32046000.00
META,VILLAVICENCIO,Bolsa unica Nacional,2006,Restitución SFV por Vencimiento Vigencia,18,144207000.00
META,VILLAVICENCIO,Bolsa unica Nacional,2007,Apto con subsidio vencido,1,8200000.00
META,VILLAVICENCIO,Bolsa unica Nacional,2007,Asignados,1,8200000.00
META,VILLAVICENCIO,Bolsa unica Nacional,2007,Renuncia con restitucion de subsidio,14,114800000.00
META,VILLAVICENCIO,Bolsa unica Nacional,2007,Renuncias al subsidio,10,82000000.00
META,VILLAVICENCIO,Bolsa unica Nacional,2007,Restitución SFV por Indemnización,149,1221800000.00
META,VILLAVICENCIO,Bolsa unica Nacional,2007,Restitución SFV por Vencimiento Vigencia,561,4600200000.00
META,VILLAVICENCIO,Bolsa unica Nacional,2009,Apto con subsidio vencido,10,99115500.00
META,VILLAVICENCIO,Bolsa unica Nacional,2009,Asignados,485,4906897466.00
META,VILLAVICENCIO,Bolsa unica Nacional,2009,Renuncia con restitucion de subsidio,2,20306000.00
META,VILLAVICENCIO,Bolsa unica Nacional,2009,Subsidio Revocado,31,135653700.00
META,VILLAVICENCIO,Bolsa unica Nacional,2010,Apto con subsidio vencido,4,43478750.00
META,VILLAVICENCIO,Bolsa unica Nacional,2010,Asignados,38,415408400.00
META,VILLAVICENCIO,Bolsa unica Nacional,2010,Renuncia con restitucion de subsidio,1,10931800.00
META,VILLAVICENCIO,Bolsa unica Nacional,2013,Asignados,35,406975000.00
META,VILLAVICENCIO,Bolsa unica Nacional,2014,Asignados,47,492440000.00
META,VILLAVICENCIO,Bolsa unica Nacional,2015,Asignados,31,380445586.00
META,VILLAVICENCIO,Bolsa unica Nacional,2016,Asignados,29,321866098.00
META,VILLAVICENCIO,Bolsa unica Nacional,2017,Asignados,3,56719096.00
META,VILLAVICENCIO,Bolsa unica Nacional,2019,Asignados,4,47656493.00
META,VILLAVICENCIO,Concurso de Esfuerzo Territorial Nacional,2010,Asignados,485,5480115000.00
META,VILLAVICENCIO,Concurso de Esfuerzo Territorial Nacional,2010,Renuncia a la postulación,1,11330000.00
META,VILLAVICENCIO,Concurso de Esfuerzo Territorial Nacional,2010,Renuncia con restitucion de subsidio,2,22660000.00
META,VILLAVICENCIO,Concurso de Esfuerzo Territorial Nacional,2010,Restitución SFV por Vencimiento Vigencia,6,67980000.00
META,VILLAVICENCIO,MI CASA YA,2015,Apto con subsidio vencido,2,25774000.00
META,VILLAVICENCIO,MI CASA YA,2015,Asignados,6,56702800.00
META,VILLAVICENCIO,MI CASA YA,2015,Renuncias al subsidio,2,20619200.00
META,VILLAVICENCIO,MI CASA YA,2016,Apto con subsidio vencido,2,27578200.00
META,VILLAVICENCIO,MI CASA YA,2016,Asignados,32,336454040.00
META,VILLAVICENCIO,MI CASA YA,2016,Renuncias al subsidio,4,55156400.00
META,VILLAVICENCIO,MI CASA YA,2017,Apto con subsidio vencido,2,23606944.00
META,VILLAVICENCIO,MI CASA YA,2017,Asignados,68,1010672290.00
META,VILLAVICENCIO,MI CASA YA,2017,Renuncias al subsidio,2,17705208.00
META,VILLAVICENCIO,MI CASA YA,2018,Asignados,314,5304633180.00
META,VILLAVICENCIO,MI CASA YA,2018,Perdida de ejecutoriedad de asignación de SFV,2,31249680.00
META,VILLAVICENCIO,MI CASA YA,2018,Renuncias al subsidio,4,62499360.00
META,VILLAVICENCIO,MI CASA YA,2019,Asignados,251,5149475300.00
META,VILLAVICENCIO,MI CASA YA,2019,Renuncias al subsidio,4,82811600.00
META,VILLAVICENCIO,MI CASA YA,2020,Asignados,111,2194507500.00
META,VILLAVICENCIO,MI CASA YA,2020,Renuncias al subsidio,2,43890150.00
META,VILLAVICENCIO,MI CASA YA,2021,Asignados,38,746264190.00
META,VILLAVICENCIO,Programa de Vivienda Gratuita Fase I,2011,Asignados,2,32136000.00
META,VILLAVICENCIO,Programa de Vivienda Gratuita Fase I,2012,Asignados,2,79338000.00
META,VILLAVICENCIO,Programa de Vivienda Gratuita Fase I,2013,Apto con subsidio vencido,1,41265000.00
META,VILLAVICENCIO,Programa de Vivienda Gratuita Fase I,2014,Asignados,377,9187137500.00
META,VILLAVICENCIO,Programa de Vivienda Gratuita Fase I,2014,Renuncias al subsidio,4,97525000.00
META,VILLAVICENCIO,Programa de Vivienda Gratuita Fase I,2014,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2,53198000.00
META,VILLAVICENCIO,Programa de Vivienda Gratuita Fase I,2015,Asignados,728,29062225000.00
META,VILLAVICENCIO,Programa de Vivienda Gratuita Fase I,2015,Perdida de ejecutoriedad de asignación de SFV,1,39424000.00
META,VILLAVICENCIO,Programa de Vivienda Gratuita Fase I,2015,Renuncias al subsidio,12,489417600.00
META,VILLAVICENCIO,Programa de Vivienda Gratuita Fase I,2015,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,1,39424000.00
META,VILLAVICENCIO,Programa de Vivienda Gratuita Fase I,2016,Asignados,9,386610000.00
META,VILLAVICENCIO,Programa de Vivienda Gratuita Fase I,2017,Asignados,3,154920570.00
META,VILLAVICENCIO,Programa de Vivienda Gratuita Fase I,2019,Asignados,1,39424000.00
META,VILLAVICENCIO,Programa de Vivienda Gratuita Fase I,2020,Asignados,3,120086400.00
META,VILLAVICENCIO,Semillero de Propietarios Arriendo,2020,Asignados,30,382747906.00
META,VILLAVICENCIO,Semillero de Propietarios Arriendo,2021,Asignados,12,153453792.00
META,VILLAVICENCIO,VIPA,2018,Asignados,574,13452987170.00
META,VILLAVICENCIO,VIPA,2018,Perdida de ejecutoriedad de asignación de SFV,6,140623560.00
META,VILLAVICENCIO,VIPA,2018,Renuncias al subsidio,1,23437260.00
META,VILLAVICENCIO,VIPA,2019,Asignados,411,9632703760.00
META,VILLAVICENCIO,VIPA,2019,Perdida de ejecutoriedad de asignación de SFV,11,257809860.00
META,VILLAVICENCIO,VIPA,2019,Renuncias al subsidio,1,23437260.00
META,VISTA HERMOSA,Ahorro Programado Contractual,2011,Apto con subsidio vencido,1,11783200.00
META,VISTA HERMOSA,Bolsa Atentados terroristas,2006,Asignados,1,8568000.00
META,VISTA HERMOSA,Bolsa Concejales,2010,Asignados,1,11330000.00
META,VISTA HERMOSA,Bolsa Desplazados,2004,Asignados,1,8950000.00
META,VISTA HERMOSA,Bolsa Desplazados,2004,Restitución SFV por Indemnización,1,8950000.00
META,VISTA HERMOSA,Bolsa Desplazados,2005,Asignados,1,8950000.00
META,VISTA HERMOSA,Bolsa Desplazados,2006,Asignados,4,40800000.00
META,VISTA HERMOSA,Bolsa Desplazados,2007,Asignado con aplicación en Vivienda Gratuita,1,14907000.00
META,VISTA HERMOSA,Bolsa Desplazados,2007,Asignados,160,1775445000.00
META,VISTA HERMOSA,Bolsa Desplazados,2007,Subsidio Revocado,1,10842500.00
META,VISTA HERMOSA,Bolsa Desplazados,2008,Asignados,77,971930000.00
META,VISTA HERMOSA,Bolsa Desplazados,2008,Renuncia con restitucion de subsidio,1,14907000.00
META,VISTA HERMOSA,Bolsa Desplazados,2009,Asignado con aplicación en Vivienda Gratuita,3,44721000.00
META,VISTA HERMOSA,Bolsa Desplazados,2009,Asignados,19,274537250.00
META,VISTA HERMOSA,Bolsa Desplazados,2009,Perdida de ejecutoriedad de asignación de SFV,1,14907000.00
META,VISTA HERMOSA,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,4,61800000.00
META,VISTA HERMOSA,Bolsa Desplazados,2010,Asignados,21,324450000.00
META,VISTA HERMOSA,Bolsa Desplazados,2011,Asignados,3,48204000.00
META,VISTA HERMOSA,Bolsa Desplazados,2014,Asignados,1,18480000.00
META,VISTA HERMOSA,Programa de Vivienda Gratuita Fase II,2017,Asignados,139,7086372410.00
META,VISTA HERMOSA,Programa de Vivienda Gratuita Fase II,2017,Renuncias al subsidio,1,51640190.00
META,VISTA HERMOSA,Programa de Vivienda Gratuita Fase II,2018,Asignados,60,3083504400.00
META,VISTA HERMOSA,Programa de Vivienda Gratuita Fase II,2018,Renuncias al subsidio,1,51640190.00
META,VISTA HERMOSA,Programa de Vivienda Gratuita Fase II,2019,Asignados,1,51640190.00
NARIÑO,ALBAN,Bolsa Atentados terroristas,2004,Asignados,21,157872652.00
NARIÑO,ALBAN,Bolsa Atentados terroristas,2005,Asignados,23,184000000.00
NARIÑO,ALBAN,Bolsa Atentados terroristas,2005,Renuncia con restitucion de subsidio,1,8000000.00
NARIÑO,ALBAN,Bolsa Atentados terroristas,2006,Asignados,24,202803552.00
NARIÑO,ALBAN,Bolsa Atentados terroristas,2007,Asignados,233,2093239660.00
NARIÑO,ALBAN,Bolsa Atentados terroristas,2008,Asignados,46,456268296.00
NARIÑO,ALBAN,Bolsa Atentados terroristas,2009,Asignados,35,379430000.00
NARIÑO,ALBAN,Bolsa Concejales,2008,Asignados,1,10153000.00
NARIÑO,ALBAN,Bolsa Concejales,2011,Apto con subsidio vencido,1,2142400.00
NARIÑO,ALBAN,Bolsa Concejales,2011,Asignados,1,11783200.00
NARIÑO,ALBAN,Bolsa Desastres Naturales,2006,Asignados,37,317016000.00
NARIÑO,ALBAN,Bolsa Desplazados,2008,Asignados,1,11537500.00
NARIÑO,ALBAN,Bolsa Desplazados,2009,Asignados,3,36025250.00
NARIÑO,ALBAN,Bolsa Esfuerzo Territorial,2003,Asignados,53,376671000.00
NARIÑO,ALBAN,Bolsa Esfuerzo Territorial,2003,Renuncia a la postulación,1,7107000.00
NARIÑO,ALBAN,Bolsa Esfuerzo Territorial,2005,Asignados,6,23628000.00
NARIÑO,ALBAN,Bolsa Esfuerzo Territorial,2005,Renuncia a la postulación,1,3938000.00
NARIÑO,ALBAN,Bolsa Esfuerzo Territorial,2006,Asignados,4,26492000.00
NARIÑO,ALBAN,Bolsa Ordinaria,2005,Apto con subsidio vencido,6,48069000.00
NARIÑO,ALBAN,Bolsa Saludable,2009,Asignados,21,72473040.00
NARIÑO,ALBAN,Bolsa Saludable,2009,Restitucion de subsidios no aplicados,2,6767520.00
